"","uid","site_id","date_col","visit_no","state","analyte","result","source"
"6384",7483,"NLA12_TX-114","7/26/2012",1,"TX","turb",9.05,"NLA 2012"
"6385",7804,"NLA12_TX-116","8/9/2012",1,"TX","ntl",0.633,"NLA 2012"
"6386",7804,"NLA12_TX-116","8/9/2012",1,"TX","ptl",34,"NLA 2012"
"6387",7804,"NLA12_TX-116","8/9/2012",1,"TX","turb",1.48,"NLA 2012"
"6388",6666,"NLA12_TX-117","6/19/2012",1,"TX","ntl",1.656,"NLA 2012"
"6389",6666,"NLA12_TX-117","6/19/2012",1,"TX","ptl",239,"NLA 2012"
"6390",6666,"NLA12_TX-117","6/19/2012",1,"TX","turb",18.38,"NLA 2012"
"6391",1000048,"NLA12_TX-117","7/10/2012",2,"TX","ntl",3.925,"NLA 2012"
"6392",1000048,"NLA12_TX-117","7/10/2012",2,"TX","ptl",590,"NLA 2012"
"6393",1000048,"NLA12_TX-117","7/10/2012",2,"TX","turb",13.76,"NLA 2012"
"6394",8330,"NLA12_TX-118","8/30/2012",1,"TX","ntl",1.199,"NLA 2012"
"6395",8330,"NLA12_TX-118","8/30/2012",1,"TX","ptl",86,"NLA 2012"
"6396",8330,"NLA12_TX-118","8/30/2012",1,"TX","turb",16.58,"NLA 2012"
"6397",6586,"NLA12_TX-121","6/13/2012",1,"TX","ntl",1.264,"NLA 2012"
"6398",6586,"NLA12_TX-121","6/13/2012",1,"TX","ptl",204,"NLA 2012"
"6399",6586,"NLA12_TX-121","6/13/2012",1,"TX","turb",3.45,"NLA 2012"
"6400",1000060,"NLA12_TX-124","7/13/2012",1,"TX","ntl",0.596,"NLA 2012"
"6401",1000060,"NLA12_TX-124","7/13/2012",1,"TX","ptl",25,"NLA 2012"
"6402",1000060,"NLA12_TX-124","7/13/2012",1,"TX","turb",2.96,"NLA 2012"
"6403",7994,"NLA12_TX-128","8/16/2012",1,"TX","ntl",0.529,"NLA 2012"
"6404",7994,"NLA12_TX-128","8/16/2012",1,"TX","ptl",56,"NLA 2012"
"6405",7994,"NLA12_TX-128","8/16/2012",1,"TX","turb",1.69,"NLA 2012"
"6406",8762,"NLA12_TX-129","9/25/2012",1,"TX","ntl",1.044,"NLA 2012"
"6407",8762,"NLA12_TX-129","9/25/2012",1,"TX","ptl",59,"NLA 2012"
"6408",8762,"NLA12_TX-129","9/25/2012",1,"TX","turb",3.07,"NLA 2012"
"6409",1000022,"NLA12_TX-135","6/26/2012",1,"TX","ntl",2.894,"NLA 2012"
"6410",1000022,"NLA12_TX-135","6/26/2012",1,"TX","ptl",114,"NLA 2012"
"6411",1000022,"NLA12_TX-135","6/26/2012",1,"TX","turb",13.95,"NLA 2012"
"6412",7178,"NLA12_TX-136","7/15/2012",1,"TX","ntl",1.669,"NLA 2012"
"6413",7178,"NLA12_TX-136","7/15/2012",1,"TX","ptl",113,"NLA 2012"
"6414",7178,"NLA12_TX-136","7/15/2012",1,"TX","turb",8.61,"NLA 2012"
"6415",8413,"NLA12_TX-137","9/6/2012",1,"TX","ntl",0.59,"NLA 2012"
"6416",8413,"NLA12_TX-137","9/6/2012",1,"TX","ptl",30,"NLA 2012"
"6417",8413,"NLA12_TX-137","9/6/2012",1,"TX","turb",1.29,"NLA 2012"
"6418",1000014,"NLA12_TX-141","6/18/2012",1,"TX","ntl",0.445,"NLA 2012"
"6419",1000014,"NLA12_TX-141","6/18/2012",1,"TX","ptl",30,"NLA 2012"
"6420",1000014,"NLA12_TX-141","6/18/2012",1,"TX","turb",2.08,"NLA 2012"
"6421",6622,"NLA12_TX-144","6/14/2012",1,"TX","ntl",0.47,"NLA 2012"
"6422",6622,"NLA12_TX-144","6/14/2012",1,"TX","ptl",30,"NLA 2012"
"6423",6622,"NLA12_TX-144","6/14/2012",1,"TX","turb",3.24,"NLA 2012"
"6424",1000062,"NLA12_TX-148","7/15/2012",1,"TX","ntl",0.595,"NLA 2012"
"6425",1000062,"NLA12_TX-148","7/15/2012",1,"TX","ptl",64,"NLA 2012"
"6426",1000062,"NLA12_TX-148","7/15/2012",1,"TX","turb",47.7,"NLA 2012"
"6427",7247,"NLA12_TX-152","7/17/2012",1,"TX","ntl",5.913,"NLA 2012"
"6428",7247,"NLA12_TX-152","7/17/2012",1,"TX","ptl",486,"NLA 2012"
"6429",7247,"NLA12_TX-152","7/17/2012",1,"TX","turb",129.99,"NLA 2012"
"6430",6805,"NLA12_TX-157","6/25/2012",1,"TX","ntl",0.579,"NLA 2012"
"6431",6805,"NLA12_TX-157","6/25/2012",1,"TX","ptl",58,"NLA 2012"
"6432",6805,"NLA12_TX-157","6/25/2012",1,"TX","turb",4.07,"NLA 2012"
"6433",1000018,"NLA12_TX-158","6/24/2012",1,"TX","ntl",0.806,"NLA 2012"
"6434",1000018,"NLA12_TX-158","6/24/2012",1,"TX","ptl",88,"NLA 2012"
"6435",1000018,"NLA12_TX-158","6/24/2012",1,"TX","turb",9.16,"NLA 2012"
"6436",8480,"NLA12_TX-159","9/11/2012",1,"TX","ntl",1.368,"NLA 2012"
"6437",8480,"NLA12_TX-159","9/11/2012",1,"TX","ptl",100,"NLA 2012"
"6438",8480,"NLA12_TX-159","9/11/2012",1,"TX","turb",4.09,"NLA 2012"
"6439",6744,"NLA12_TX-160","6/22/2012",1,"TX","ntl",0.899,"NLA 2012"
"6440",6744,"NLA12_TX-160","6/22/2012",1,"TX","ptl",79,"NLA 2012"
"6441",6744,"NLA12_TX-160","6/22/2012",1,"TX","turb",5.78,"NLA 2012"
"6442",8655,"NLA12_TX-161","9/19/2012",1,"TX","ntl",0.743,"NLA 2012"
"6443",8655,"NLA12_TX-161","9/19/2012",1,"TX","ptl",171,"NLA 2012"
"6444",8655,"NLA12_TX-161","9/19/2012",1,"TX","turb",16.43,"NLA 2012"
"6445",6647,"NLA12_TX-165","6/18/2012",1,"TX","ntl",0.436,"NLA 2012"
"6446",6647,"NLA12_TX-165","6/18/2012",1,"TX","ptl",26,"NLA 2012"
"6447",6647,"NLA12_TX-165","6/18/2012",1,"TX","turb",2.54,"NLA 2012"
"6448",1000015,"NLA12_TX-169","6/19/2012",1,"TX","ntl",4.065,"NLA 2012"
"6449",1000015,"NLA12_TX-169","6/19/2012",1,"TX","ptl",54,"NLA 2012"
"6450",1000015,"NLA12_TX-169","6/19/2012",1,"TX","turb",0.42,"NLA 2012"
"6451",7108,"NLA12_TX-170","7/11/2012",1,"TX","ntl",1.223,"NLA 2012"
"6452",7108,"NLA12_TX-170","7/11/2012",1,"TX","ptl",84,"NLA 2012"
"6453",7108,"NLA12_TX-170","7/11/2012",1,"TX","turb",5.25,"NLA 2012"
"6454",7063,"NLA12_TX-176","7/10/2012",1,"TX","ntl",1.356,"NLA 2012"
"6455",7063,"NLA12_TX-176","7/10/2012",1,"TX","ptl",130,"NLA 2012"
"6456",7063,"NLA12_TX-176","7/10/2012",1,"TX","turb",18.43,"NLA 2012"
"6457",7304,"NLA12_TX-182","7/19/2012",1,"TX","ntl",0.609,"NLA 2012"
"6458",7304,"NLA12_TX-182","7/19/2012",1,"TX","ptl",39,"NLA 2012"
"6459",7304,"NLA12_TX-182","7/19/2012",1,"TX","turb",1.53,"NLA 2012"
"6460",6794,"NLA12_TX-187","6/26/2012",1,"TX","ntl",1.07,"NLA 2012"
"6461",6794,"NLA12_TX-187","6/26/2012",1,"TX","ptl",167,"NLA 2012"
"6462",6794,"NLA12_TX-187","6/26/2012",1,"TX","turb",20.32,"NLA 2012"
"6463",7109,"NLA12_TX-190","7/11/2012",1,"TX","ntl",0.349,"NLA 2012"
"6464",7109,"NLA12_TX-190","7/11/2012",1,"TX","ptl",30,"NLA 2012"
"6465",7109,"NLA12_TX-190","7/11/2012",1,"TX","turb",10.34,"NLA 2012"
"6466",6762,"NLA12_TX-195","6/24/2012",1,"TX","ntl",0.655,"NLA 2012"
"6467",6762,"NLA12_TX-195","6/24/2012",1,"TX","ptl",89,"NLA 2012"
"6468",6762,"NLA12_TX-195","6/24/2012",1,"TX","turb",11.48,"NLA 2012"
"6469",8811,"NLA12_TX-196","9/27/2012",1,"TX","ntl",0.898,"NLA 2012"
"6470",8811,"NLA12_TX-196","9/27/2012",1,"TX","ptl",88,"NLA 2012"
"6471",8811,"NLA12_TX-196","9/27/2012",1,"TX","turb",15.41,"NLA 2012"
"6472",8300,"NLA12_TX-199","8/29/2012",1,"TX","ntl",4.65,"NLA 2012"
"6473",8300,"NLA12_TX-199","8/29/2012",1,"TX","ptl",525,"NLA 2012"
"6474",8300,"NLA12_TX-199","8/29/2012",1,"TX","turb",83.18,"NLA 2012"
"6475",7265,"NLA12_TX-201","7/18/2012",1,"TX","ntl",0.754,"NLA 2012"
"6476",7265,"NLA12_TX-201","7/18/2012",1,"TX","ptl",43,"NLA 2012"
"6477",7265,"NLA12_TX-201","7/18/2012",1,"TX","turb",2.4,"NLA 2012"
"6478",8342,"NLA12_TX-202","8/30/2012",1,"TX","ntl",1.713,"NLA 2012"
"6479",8342,"NLA12_TX-202","8/30/2012",1,"TX","ptl",116,"NLA 2012"
"6480",8342,"NLA12_TX-202","8/30/2012",1,"TX","turb",15.63,"NLA 2012"
"6481",7496,"NLA12_TX-205","7/27/2012",1,"TX","ntl",1.013,"NLA 2012"
"6482",7496,"NLA12_TX-205","7/27/2012",1,"TX","ptl",17,"NLA 2012"
"6483",7496,"NLA12_TX-205","7/27/2012",1,"TX","turb",2.09,"NLA 2012"
"6484",8203,"NLA12_TX-218","8/22/2012",1,"TX","ntl",1.753,"NLA 2012"
"6485",8203,"NLA12_TX-218","8/22/2012",1,"TX","ptl",122,"NLA 2012"
"6486",8203,"NLA12_TX-218","8/22/2012",1,"TX","turb",7.65,"NLA 2012"
"6487",8646,"NLA12_TX-232","9/18/2012",1,"TX","ntl",0.979,"NLA 2012"
"6488",8646,"NLA12_TX-232","9/18/2012",1,"TX","ptl",35,"NLA 2012"
"6489",8646,"NLA12_TX-232","9/18/2012",1,"TX","turb",2.17,"NLA 2012"
"6490",8810,"NLA12_TX-234","9/27/2012",1,"TX","ntl",0.883,"NLA 2012"
"6491",8810,"NLA12_TX-234","9/27/2012",1,"TX","ptl",54,"NLA 2012"
"6492",8810,"NLA12_TX-234","9/27/2012",1,"TX","turb",3.26,"NLA 2012"
"6493",8665,"NLA12_TX-235","9/20/2012",1,"TX","ntl",1.433,"NLA 2012"
"6494",8665,"NLA12_TX-235","9/20/2012",1,"TX","ptl",88,"NLA 2012"
"6495",8665,"NLA12_TX-235","9/20/2012",1,"TX","turb",4.54,"NLA 2012"
"6496",6608,"NLA12_TX-R02","6/13/2012",1,"TX","ntl",0.365,"NLA 2012"
"6497",6608,"NLA12_TX-R02","6/13/2012",1,"TX","ptl",41,"NLA 2012"
"6498",6608,"NLA12_TX-R02","6/13/2012",1,"TX","turb",1.82,"NLA 2012"
"6499",8532,"NLA12_TX-R08","9/12/2012",1,"TX","ntl",0.92,"NLA 2012"
"6500",8532,"NLA12_TX-R08","9/12/2012",1,"TX","ptl",113,"NLA 2012"
"6501",8532,"NLA12_TX-R08","9/12/2012",1,"TX","turb",8.79,"NLA 2012"
"6502",8773,"NLA12_TX-R09","9/25/2012",1,"TX","ntl",0.456,"NLA 2012"
"6503",8773,"NLA12_TX-R09","9/25/2012",1,"TX","ptl",27,"NLA 2012"
"6504",8773,"NLA12_TX-R09","9/25/2012",1,"TX","turb",1.81,"NLA 2012"
"6505",6216,"NLA12_UT-101","5/15/2012",1,"UT","ntl",0.156,"NLA 2012"
"6506",6216,"NLA12_UT-101","5/15/2012",1,"UT","ptl",15,"NLA 2012"
"6507",6216,"NLA12_UT-101","5/15/2012",1,"UT","turb",1.01,"NLA 2012"
"6508",7153,"NLA12_UT-101","7/12/2012",2,"UT","ntl",0.381,"NLA 2012"
"6509",7153,"NLA12_UT-101","7/12/2012",2,"UT","ptl",18,"NLA 2012"
"6510",7153,"NLA12_UT-101","7/12/2012",2,"UT","turb",0.69,"NLA 2012"
"6511",6527,"NLA12_UT-102","6/11/2012",1,"UT","ntl",0.186,"NLA 2012"
"6512",6527,"NLA12_UT-102","6/11/2012",1,"UT","ptl",21,"NLA 2012"
"6513",6527,"NLA12_UT-102","6/11/2012",1,"UT","turb",1.11,"NLA 2012"
"6514",6194,"NLA12_UT-103","5/9/2012",1,"UT","ntl",0.189,"NLA 2012"
"6515",6194,"NLA12_UT-103","5/9/2012",1,"UT","ptl",23,"NLA 2012"
"6516",6194,"NLA12_UT-103","5/9/2012",1,"UT","turb",2.06,"NLA 2012"
"6517",6478,"NLA12_UT-104","6/7/2012",1,"UT","ntl",0.259,"NLA 2012"
"6518",6478,"NLA12_UT-104","6/7/2012",1,"UT","ptl",65,"NLA 2012"
"6519",6478,"NLA12_UT-104","6/7/2012",1,"UT","turb",8.54,"NLA 2012"
"6520",6665,"NLA12_UT-105","6/19/2012",1,"UT","ntl",0.291,"NLA 2012"
"6521",6665,"NLA12_UT-105","6/19/2012",1,"UT","ptl",23,"NLA 2012"
"6522",6665,"NLA12_UT-105","6/19/2012",1,"UT","turb",0.85,"NLA 2012"
"6523",6227,"NLA12_UT-108","5/17/2012",1,"UT","ntl",0.44,"NLA 2012"
"6524",6227,"NLA12_UT-108","5/17/2012",1,"UT","ptl",80,"NLA 2012"
"6525",6227,"NLA12_UT-108","5/17/2012",1,"UT","turb",1.83,"NLA 2012"
"6526",6575,"NLA12_UT-109","6/12/2012",1,"UT","ntl",1.855,"NLA 2012"
"6527",6575,"NLA12_UT-109","6/12/2012",1,"UT","ptl",96,"NLA 2012"
"6528",6575,"NLA12_UT-109","6/12/2012",1,"UT","turb",4.14,"NLA 2012"
"6529",6552,"NLA12_UT-110","6/12/2012",1,"UT","ntl",0.431,"NLA 2012"
"6530",6552,"NLA12_UT-110","6/12/2012",1,"UT","ptl",29,"NLA 2012"
"6531",6552,"NLA12_UT-110","6/12/2012",1,"UT","turb",0.78,"NLA 2012"
"6532",8446,"NLA12_UT-110","9/6/2012",2,"UT","ntl",0.415,"NLA 2012"
"6533",8446,"NLA12_UT-110","9/6/2012",2,"UT","ptl",21,"NLA 2012"
"6534",8446,"NLA12_UT-110","9/6/2012",2,"UT","turb",0.93,"NLA 2012"
"6535",6447,"NLA12_UT-112","6/5/2012",1,"UT","ntl",0.606,"NLA 2012"
"6536",6447,"NLA12_UT-112","6/5/2012",1,"UT","ptl",60,"NLA 2012"
"6537",6447,"NLA12_UT-112","6/5/2012",1,"UT","turb",4.51,"NLA 2012"
"6538",7798,"NLA12_UT-118","8/8/2012",1,"UT","ntl",0.199,"NLA 2012"
"6539",7798,"NLA12_UT-118","8/8/2012",1,"UT","ptl",23,"NLA 2012"
"6540",7798,"NLA12_UT-118","8/8/2012",1,"UT","turb",0.76,"NLA 2012"
"6541",8329,"NLA12_UT-122","8/29/2012",1,"UT","ntl",0.159,"NLA 2012"
"6542",8329,"NLA12_UT-122","8/29/2012",1,"UT","ptl",10,"NLA 2012"
"6543",8329,"NLA12_UT-122","8/29/2012",1,"UT","turb",0.76,"NLA 2012"
"6544",6944,"NLA12_UT-125","7/4/2012",1,"UT","ntl",0.208,"NLA 2012"
"6545",6944,"NLA12_UT-125","7/4/2012",1,"UT","ptl",20,"NLA 2012"
"6546",6944,"NLA12_UT-125","7/4/2012",1,"UT","turb",0.68,"NLA 2012"
"6547",7958,"NLA12_UT-126","8/14/2012",1,"UT","ntl",0.281,"NLA 2012"
"6548",7958,"NLA12_UT-126","8/14/2012",1,"UT","ptl",12,"NLA 2012"
"6549",7958,"NLA12_UT-126","8/14/2012",1,"UT","turb",0.15,"NLA 2012"
"6550",6449,"NLA12_UT-128","6/6/2012",1,"UT","ntl",1.258,"NLA 2012"
"6551",6449,"NLA12_UT-128","6/6/2012",1,"UT","ptl",72,"NLA 2012"
"6552",6449,"NLA12_UT-128","6/6/2012",1,"UT","turb",15.73,"NLA 2012"
"6553",7155,"NLA12_UT-137","7/11/2012",1,"UT","ntl",1.253,"NLA 2012"
"6554",7155,"NLA12_UT-137","7/11/2012",1,"UT","ptl",147,"NLA 2012"
"6555",7155,"NLA12_UT-137","7/11/2012",1,"UT","turb",3.09,"NLA 2012"
"6556",6869,"NLA12_UT-141","6/28/2012",1,"UT","ntl",1.339,"NLA 2012"
"6557",6869,"NLA12_UT-141","6/28/2012",1,"UT","ptl",193,"NLA 2012"
"6558",6869,"NLA12_UT-141","6/28/2012",1,"UT","turb",23.74,"NLA 2012"
"6559",7998,"NLA12_UT-147","8/14/2012",1,"UT","ntl",0.431,"NLA 2012"
"6560",7998,"NLA12_UT-147","8/14/2012",1,"UT","ptl",14,"NLA 2012"
"6561",7998,"NLA12_UT-147","8/14/2012",1,"UT","turb",1.11,"NLA 2012"
"6562",6926,"NLA12_UT-148","7/2/2012",1,"UT","ntl",2.023,"NLA 2012"
"6563",6926,"NLA12_UT-148","7/2/2012",1,"UT","ptl",265,"NLA 2012"
"6564",6926,"NLA12_UT-148","7/2/2012",1,"UT","turb",48.32,"NLA 2012"
"6565",7996,"NLA12_UT-159","8/15/2012",1,"UT","ntl",0.22,"NLA 2012"
"6566",7996,"NLA12_UT-159","8/15/2012",1,"UT","ptl",11,"NLA 2012"
"6567",7996,"NLA12_UT-159","8/15/2012",1,"UT","turb",0.01,"NLA 2012"
"6568",6731,"NLA12_UT-160","6/21/2012",1,"UT","ntl",0.225,"NLA 2012"
"6569",6731,"NLA12_UT-160","6/21/2012",1,"UT","ptl",30,"NLA 2012"
"6570",6731,"NLA12_UT-160","6/21/2012",1,"UT","turb",0.55,"NLA 2012"
"6571",6826,"NLA12_UT-165","6/27/2012",1,"UT","ntl",0.641,"NLA 2012"
"6572",6826,"NLA12_UT-165","6/27/2012",1,"UT","ptl",41,"NLA 2012"
"6573",6826,"NLA12_UT-165","6/27/2012",1,"UT","turb",0.9,"NLA 2012"
"6574",7593,"NLA12_UT-167","8/1/2012",1,"UT","ntl",0.473,"NLA 2012"
"6575",7593,"NLA12_UT-167","8/1/2012",1,"UT","ptl",27,"NLA 2012"
"6576",7593,"NLA12_UT-167","8/1/2012",1,"UT","turb",0.76,"NLA 2012"
"6577",7057,"NLA12_UT-169","7/10/2012",1,"UT","ntl",0.211,"NLA 2012"
"6578",7057,"NLA12_UT-169","7/10/2012",1,"UT","ptl",23,"NLA 2012"
"6579",7057,"NLA12_UT-169","7/10/2012",1,"UT","turb",3.9,"NLA 2012"
"6580",6825,"NLA12_UT-173","6/27/2012",1,"UT","ntl",0.163,"NLA 2012"
"6581",6825,"NLA12_UT-173","6/27/2012",1,"UT","ptl",36,"NLA 2012"
"6582",6825,"NLA12_UT-173","6/27/2012",1,"UT","turb",1.7,"NLA 2012"
"6583",6868,"NLA12_UT-186","6/28/2012",1,"UT","ntl",0.428,"NLA 2012"
"6584",6868,"NLA12_UT-186","6/28/2012",1,"UT","ptl",118,"NLA 2012"
"6585",6868,"NLA12_UT-186","6/28/2012",1,"UT","turb",5.5,"NLA 2012"
"6586",7643,"NLA12_UT-196","8/2/2012",1,"UT","ntl",0.266,"NLA 2012"
"6587",7643,"NLA12_UT-196","8/2/2012",1,"UT","ptl",17,"NLA 2012"
"6588",7643,"NLA12_UT-196","8/2/2012",1,"UT","turb",0.88,"NLA 2012"
"6589",7367,"NLA12_UT-203","7/23/2012",1,"UT","ntl",0.114,"NLA 2012"
"6590",7367,"NLA12_UT-203","7/23/2012",1,"UT","ptl",6,"NLA 2012"
"6591",7367,"NLA12_UT-203","7/23/2012",1,"UT","turb",0.14,"NLA 2012"
"6592",7097,"NLA12_UT-210","7/11/2012",1,"UT","ntl",0.283,"NLA 2012"
"6593",7097,"NLA12_UT-210","7/11/2012",1,"UT","ptl",51,"NLA 2012"
"6594",7097,"NLA12_UT-210","7/11/2012",1,"UT","turb",1.61,"NLA 2012"
"6595",7841,"NLA12_UT-218","8/10/2012",1,"UT","ntl",0.23,"NLA 2012"
"6596",7841,"NLA12_UT-218","8/10/2012",1,"UT","ptl",28,"NLA 2012"
"6597",7841,"NLA12_UT-218","8/10/2012",1,"UT","turb",0.76,"NLA 2012"
"6598",7154,"NLA12_UT-222","7/12/2012",1,"UT","ntl",1.466,"NLA 2012"
"6599",7154,"NLA12_UT-222","7/12/2012",1,"UT","ptl",83,"NLA 2012"
"6600",7154,"NLA12_UT-222","7/12/2012",1,"UT","turb",2.27,"NLA 2012"
"6601",8395,"NLA12_UT-229","9/5/2012",1,"UT","ntl",0.424,"NLA 2012"
"6602",8395,"NLA12_UT-229","9/5/2012",1,"UT","ptl",37,"NLA 2012"
"6603",8395,"NLA12_UT-229","9/5/2012",1,"UT","turb",1.59,"NLA 2012"
"6604",6966,"NLA12_UT-260","7/5/2012",1,"UT","ntl",0.285,"NLA 2012"
"6605",6966,"NLA12_UT-260","7/5/2012",1,"UT","ptl",21,"NLA 2012"
"6606",6966,"NLA12_UT-260","7/5/2012",1,"UT","turb",1.18,"NLA 2012"
"6607",8504,"NLA12_UT-264","9/12/2012",1,"UT","ntl",0.511,"NLA 2012"
"6608",8504,"NLA12_UT-264","9/12/2012",1,"UT","ptl",104,"NLA 2012"
"6609",8504,"NLA12_UT-264","9/12/2012",1,"UT","turb",1.87,"NLA 2012"
"6610",8447,"NLA12_UT-290","9/7/2012",1,"UT","ntl",0.849,"NLA 2012"
"6611",8447,"NLA12_UT-290","9/7/2012",1,"UT","ptl",66,"NLA 2012"
"6612",8447,"NLA12_UT-290","9/7/2012",1,"UT","turb",1.41,"NLA 2012"
"6613",7225,"NLA12_UT-294","7/17/2012",1,"UT","ntl",0.14,"NLA 2012"
"6614",7225,"NLA12_UT-294","7/17/2012",1,"UT","ptl",24,"NLA 2012"
"6615",7225,"NLA12_UT-294","7/17/2012",1,"UT","turb",0.21,"NLA 2012"
"6616",8360,"NLA12_UT-324","9/4/2012",1,"UT","ntl",0.22,"NLA 2012"
"6617",8360,"NLA12_UT-324","9/4/2012",1,"UT","ptl",19,"NLA 2012"
"6618",8360,"NLA12_UT-324","9/4/2012",1,"UT","turb",1.63,"NLA 2012"
"6619",8390,"NLA12_UT-325","9/5/2012",1,"UT","ntl",0.31,"NLA 2012"
"6620",8390,"NLA12_UT-325","9/5/2012",1,"UT","ptl",31,"NLA 2012"
"6621",8390,"NLA12_UT-325","9/5/2012",1,"UT","turb",1.13,"NLA 2012"
"6622",8508,"NLA12_UT-343","9/11/2012",1,"UT","ntl",1.005,"NLA 2012"
"6623",8508,"NLA12_UT-343","9/11/2012",1,"UT","ptl",85,"NLA 2012"
"6624",8508,"NLA12_UT-343","9/11/2012",1,"UT","turb",5.25,"NLA 2012"
"6625",8509,"NLA12_UT-359","9/12/2012",1,"UT","ntl",3.25,"NLA 2012"
"6626",8509,"NLA12_UT-359","9/12/2012",1,"UT","ptl",542,"NLA 2012"
"6627",8509,"NLA12_UT-359","9/12/2012",1,"UT","turb",33.01,"NLA 2012"
"6628",8321,"NLA12_UT-374","8/30/2012",1,"UT","ntl",0.211,"NLA 2012"
"6629",8321,"NLA12_UT-374","8/30/2012",1,"UT","ptl",25,"NLA 2012"
"6630",8321,"NLA12_UT-374","8/30/2012",1,"UT","turb",2.53,"NLA 2012"
"6631",8777,"NLA12_UT-392","9/26/2012",1,"UT","ntl",0.645,"NLA 2012"
"6632",8777,"NLA12_UT-392","9/26/2012",1,"UT","ptl",55,"NLA 2012"
"6633",8777,"NLA12_UT-392","9/26/2012",1,"UT","turb",5.93,"NLA 2012"
"6634",8765,"NLA12_UT-397","9/25/2012",1,"UT","ntl",0.271,"NLA 2012"
"6635",8765,"NLA12_UT-397","9/25/2012",1,"UT","ptl",16,"NLA 2012"
"6636",8765,"NLA12_UT-397","9/25/2012",1,"UT","turb",2.2,"NLA 2012"
"6637",8812,"NLA12_UT-400","9/27/2012",1,"UT","ntl",1.136,"NLA 2012"
"6638",8812,"NLA12_UT-400","9/27/2012",1,"UT","ptl",1208,"NLA 2012"
"6639",8812,"NLA12_UT-400","9/27/2012",1,"UT","turb",2.01,"NLA 2012"
"6640",8787,"NLA12_UT-409","9/27/2012",1,"UT","ntl",1.648,"NLA 2012"
"6641",8787,"NLA12_UT-409","9/27/2012",1,"UT","ptl",237,"NLA 2012"
"6642",8787,"NLA12_UT-409","9/27/2012",1,"UT","turb",46.21,"NLA 2012"
"6643",8766,"NLA12_UT-412","9/25/2012",1,"UT","ntl",0.299,"NLA 2012"
"6644",8766,"NLA12_UT-412","9/25/2012",1,"UT","ptl",54,"NLA 2012"
"6645",8766,"NLA12_UT-412","9/25/2012",1,"UT","turb",2.45,"NLA 2012"
"6646",8776,"NLA12_UT-424","9/26/2012",1,"UT","ntl",0.534,"NLA 2012"
"6647",8776,"NLA12_UT-424","9/26/2012",1,"UT","ptl",43,"NLA 2012"
"6648",8776,"NLA12_UT-424","9/26/2012",1,"UT","turb",3.94,"NLA 2012"
"6649",7054,"NLA12_VA-101","7/10/2012",1,"VA","ntl",0.875,"NLA 2012"
"6650",7054,"NLA12_VA-101","7/10/2012",1,"VA","ptl",146,"NLA 2012"
"6651",7054,"NLA12_VA-101","7/10/2012",1,"VA","turb",4.59,"NLA 2012"
"6652",7635,"NLA12_VA-101","8/2/2012",2,"VA","ntl",0.691,"NLA 2012"
"6653",7635,"NLA12_VA-101","8/2/2012",2,"VA","ptl",159,"NLA 2012"
"6654",7635,"NLA12_VA-101","8/2/2012",2,"VA","turb",3.94,"NLA 2012"
"6655",7537,"NLA12_VA-102","7/30/2012",1,"VA","ntl",1.084,"NLA 2012"
"6656",7537,"NLA12_VA-102","7/30/2012",1,"VA","ptl",70,"NLA 2012"
"6657",7537,"NLA12_VA-102","7/30/2012",1,"VA","turb",8.9,"NLA 2012"
"6658",7260,"NLA12_VA-103","7/18/2012",1,"VA","ntl",0.368,"NLA 2012"
"6659",7260,"NLA12_VA-103","7/18/2012",1,"VA","ptl",24,"NLA 2012"
"6660",7260,"NLA12_VA-103","7/18/2012",1,"VA","turb",2.5,"NLA 2012"
"6661",7410,"NLA12_VA-104","7/25/2012",1,"VA","ntl",0.179,"NLA 2012"
"6662",7410,"NLA12_VA-104","7/25/2012",1,"VA","ptl",19,"NLA 2012"
"6663",7410,"NLA12_VA-104","7/25/2012",1,"VA","turb",3.02,"NLA 2012"
"6664",7095,"NLA12_VA-105","7/11/2012",1,"VA","ntl",0.538,"NLA 2012"
"6665",7095,"NLA12_VA-105","7/11/2012",1,"VA","ptl",80,"NLA 2012"
"6666",7095,"NLA12_VA-105","7/11/2012",1,"VA","turb",4.37,"NLA 2012"
"6667",7586,"NLA12_VA-106","8/1/2012",1,"VA","ntl",0.731,"NLA 2012"
"6668",7586,"NLA12_VA-106","8/1/2012",1,"VA","ptl",64,"NLA 2012"
"6669",7586,"NLA12_VA-106","8/1/2012",1,"VA","turb",9.58,"NLA 2012"
"6670",6553,"NLA12_VA-108","6/12/2012",1,"VA","ntl",0.271,"NLA 2012"
"6671",6553,"NLA12_VA-108","6/12/2012",1,"VA","ptl",61,"NLA 2012"
"6672",6553,"NLA12_VA-108","6/12/2012",1,"VA","turb",2.09,"NLA 2012"
"6673",6424,"NLA12_VA-109","6/5/2012",1,"VA","ntl",0.53,"NLA 2012"
"6674",6424,"NLA12_VA-109","6/5/2012",1,"VA","ptl",63,"NLA 2012"
"6675",6424,"NLA12_VA-109","6/5/2012",1,"VA","turb",3.03,"NLA 2012"
"6676",7196,"NLA12_VA-109","7/16/2012",2,"VA","ntl",0.596,"NLA 2012"
"6677",7196,"NLA12_VA-109","7/16/2012",2,"VA","ptl",57,"NLA 2012"
"6678",7196,"NLA12_VA-109","7/16/2012",2,"VA","turb",2.77,"NLA 2012"
"6679",7259,"NLA12_VA-110","7/18/2012",1,"VA","ntl",0.379,"NLA 2012"
