"","uid","site_id","date_col","visit_no","state","analyte","result","source"
"661",2010397,"NLA17_SC-10003","29-Jun-17",1,"SC","turb",6.6,"NLA 2017"
"662",2010397,"NLA17_SC-10003","29-Jun-17",1,"SC","ptl",66.51125,"NLA 2017"
"663",2010397,"NLA17_SC-10003","29-Jun-17",1,"SC","ntl",1.106,"NLA 2017"
"664",2010398,"NLA17_NM-10037","29-Jun-17",1,"NM","ntl",0.619,"NLA 2017"
"665",2010398,"NLA17_NM-10037","29-Jun-17",1,"NM","ptl",36.915,"NLA 2017"
"666",2010398,"NLA17_NM-10037","29-Jun-17",1,"NM","turb",6.7,"NLA 2017"
"667",2010399,"NLA17_OK-10033","29-Jun-17",1,"OK","turb",5.02,"NLA 2017"
"668",2010399,"NLA17_OK-10033","29-Jun-17",1,"OK","ntl",0.549,"NLA 2017"
"669",2010399,"NLA17_OK-10033","29-Jun-17",1,"OK","ptl",23.41875,"NLA 2017"
"670",2010400,"NLA17_FL-10029","29-Jun-17",1,"FL","ptl",7.37875,"NLA 2017"
"671",2010400,"NLA17_FL-10029","29-Jun-17",1,"FL","ntl",0.314,"NLA 2017"
"672",2010400,"NLA17_FL-10029","29-Jun-17",1,"FL","turb",0.87,"NLA 2017"
"673",2010401,"NLA17_NH-10917","28-Jun-17",1,"NH","ptl",15.7975,"NLA 2017"
"674",2010401,"NLA17_NH-10917","28-Jun-17",1,"NH","ntl",0.366,"NLA 2017"
"675",2010401,"NLA17_NH-10917","28-Jun-17",1,"NH","turb",2.54,"NLA 2017"
"676",2010402,"NLA17_OR-10013","29-Jun-17",1,"OR","ntl",0.13,"NLA 2017"
"677",2010402,"NLA17_OR-10013","29-Jun-17",1,"OR","ptl",9.26,"NLA 2017"
"678",2010402,"NLA17_OR-10013","29-Jun-17",1,"OR","turb",0.56,"NLA 2017"
"679",2010403,"NLA17_NJ-10002","5-Jul-17",1,"NJ","turb",4.73,"NLA 2017"
"680",2010403,"NLA17_NJ-10002","5-Jul-17",1,"NJ","ntl",0.728,"NLA 2017"
"681",2010403,"NLA17_NJ-10002","5-Jul-17",1,"NJ","ptl",36.11375,"NLA 2017"
"682",2010404,"NLA17_ME-10006","5-Jul-17",1,"ME","ptl",4.36875,"NLA 2017"
"683",2010404,"NLA17_ME-10006","5-Jul-17",1,"ME","turb",0.58,"NLA 2017"
"684",2010404,"NLA17_ME-10006","5-Jul-17",1,"ME","ntl",0.244,"NLA 2017"
"685",2010405,"NLA17_TX-10087","5-Jul-17",1,"TX","ntl",0.706,"NLA 2017"
"686",2010405,"NLA17_TX-10087","5-Jul-17",1,"TX","ptl",58.8975,"NLA 2017"
"687",2010405,"NLA17_TX-10087","5-Jul-17",1,"TX","turb",3.92,"NLA 2017"
"688",2010406,"NLA17_ND-10021","5-Jul-17",1,"ND","turb",2.9,"NLA 2017"
"689",2010406,"NLA17_ND-10021","5-Jul-17",1,"ND","ntl",1.21,"NLA 2017"
"690",2010406,"NLA17_ND-10021","5-Jul-17",1,"ND","ptl",52.41,"NLA 2017"
"691",2010407,"NLA17_IA-10007","5-Jul-17",1,"IA","turb",6.76,"NLA 2017"
"692",2010407,"NLA17_IA-10007","5-Jul-17",1,"IA","ntl",1.049,"NLA 2017"
"693",2010407,"NLA17_IA-10007","5-Jul-17",1,"IA","ptl",53.68,"NLA 2017"
"694",2010408,"NLA17_CA-10008","5-Jul-17",1,"CA","ntl",0.145,"NLA 2017"
"695",2010408,"NLA17_CA-10008","5-Jul-17",1,"CA","turb",1.43,"NLA 2017"
"696",2010408,"NLA17_CA-10008","5-Jul-17",1,"CA","ptl",10.5175,"NLA 2017"
"697",2010409,"NLA17_CA-10012","5-Jul-17",1,"CA","ptl",11.555,"NLA 2017"
"698",2010409,"NLA17_CA-10012","5-Jul-17",1,"CA","turb",4.01,"NLA 2017"
"699",2010409,"NLA17_CA-10012","5-Jul-17",1,"CA","ntl",0.065,"NLA 2017"
"700",2010410,"NLA17_ND-10019","6-Jul-17",1,"ND","turb",41.72,"NLA 2017"
"701",2010410,"NLA17_ND-10019","6-Jul-17",1,"ND","ntl",4.888,"NLA 2017"
"702",2010410,"NLA17_ND-10019","6-Jul-17",1,"ND","ptl",593.275,"NLA 2017"
"703",2010411,"NLA17_CA-10055","6-Jul-17",1,"CA","ptl",648.653,"NLA 2017"
"704",2010411,"NLA17_CA-10055","6-Jul-17",1,"CA","turb",6.4,"NLA 2017"
"705",2010411,"NLA17_CA-10055","6-Jul-17",1,"CA","ntl",0.868,"NLA 2017"
"706",2010412,"NLA17_CT-10021","6-Jul-17",1,"CT","turb",1.05,"NLA 2017"
"707",2010412,"NLA17_CT-10021","6-Jul-17",1,"CT","ntl",0.385,"NLA 2017"
"708",2010412,"NLA17_CT-10021","6-Jul-17",1,"CT","ptl",13.96625,"NLA 2017"
"709",2010413,"NLA17_TX-10030","6-Jul-17",1,"TX","ntl",1.438,"NLA 2017"
"710",2010413,"NLA17_TX-10030","6-Jul-17",1,"TX","ptl",95.145,"NLA 2017"
"711",2010413,"NLA17_TX-10030","6-Jul-17",1,"TX","turb",10.8,"NLA 2017"
"712",2010414,"NLA17_MO-10010","6-Jul-17",1,"MO","turb",6.36,"NLA 2017"
"713",2010414,"NLA17_MO-10010","6-Jul-17",1,"MO","ptl",56.09125,"NLA 2017"
"714",2010414,"NLA17_MO-10010","6-Jul-17",1,"MO","ntl",0.783,"NLA 2017"
"715",2010415,"NLA17_PA-10015","6-Jul-17",1,"PA","ntl",0.69,"NLA 2017"
"716",2010415,"NLA17_PA-10015","6-Jul-17",1,"PA","ptl",45.18625,"NLA 2017"
"717",2010415,"NLA17_PA-10015","6-Jul-17",1,"PA","turb",3.72,"NLA 2017"
"718",2010416,"NLA17_MI-10027","6-Jul-17",1,"MI","turb",1.07,"NLA 2017"
"719",2010416,"NLA17_MI-10027","6-Jul-17",1,"MI","ntl",0.275,"NLA 2017"
"720",2010416,"NLA17_MI-10027","6-Jul-17",1,"MI","ptl",18.6825,"NLA 2017"
"721",2010417,"NLA17_RI-10010","6-Jul-17",1,"RI","ptl",29.745,"NLA 2017"
"722",2010417,"NLA17_RI-10010","6-Jul-17",1,"RI","ntl",0.926,"NLA 2017"
"723",2010417,"NLA17_RI-10010","6-Jul-17",1,"RI","turb",1.03,"NLA 2017"
"724",2010418,"NLA17_DE-10003","5-Jul-17",1,"DE","ptl",144.93625,"NLA 2017"
"725",2010418,"NLA17_DE-10003","5-Jul-17",1,"DE","turb",25.55,"NLA 2017"
"726",2010418,"NLA17_DE-10003","5-Jul-17",1,"DE","ntl",3.713,"NLA 2017"
"727",2010419,"NLA17_FL-10034","6-Jul-17",1,"FL","turb",4.25,"NLA 2017"
"728",2010419,"NLA17_FL-10034","6-Jul-17",1,"FL","ptl",50.67875,"NLA 2017"
"729",2010419,"NLA17_FL-10034","6-Jul-17",1,"FL","ntl",0.885,"NLA 2017"
"730",2010420,"NLA17_OH-10031","10-Jul-17",1,"OH","ptl",145.78375,"NLA 2017"
"731",2010420,"NLA17_OH-10031","10-Jul-17",1,"OH","ntl",1.928,"NLA 2017"
"732",2010420,"NLA17_OH-10031","10-Jul-17",1,"OH","turb",31.27,"NLA 2017"
"733",2010421,"NLA17_SD-10011","10-Jul-17",1,"SD","turb",24.62,"NLA 2017"
"734",2010421,"NLA17_SD-10011","10-Jul-17",1,"SD","ntl",4.215,"NLA 2017"
"735",2010421,"NLA17_SD-10011","10-Jul-17",1,"SD","ptl",181.4875,"NLA 2017"
"736",2010422,"NLA17_MN-10010","10-Jul-17",1,"MN","ntl",0.716,"NLA 2017"
"737",2010422,"NLA17_MN-10010","10-Jul-17",1,"MN","turb",1.27,"NLA 2017"
"738",2010422,"NLA17_MN-10010","10-Jul-17",1,"MN","ptl",9.82875,"NLA 2017"
"739",2010423,"NLA17_ND-10001","10-Jul-17",2,"ND","turb",8.26,"NLA 2017"
"740",2010423,"NLA17_ND-10001","10-Jul-17",2,"ND","ptl",624.26,"NLA 2017"
"741",2010423,"NLA17_ND-10001","10-Jul-17",2,"ND","ntl",2.086,"NLA 2017"
"742",2010424,"NLA17_MT-10059","10-Jul-17",1,"MT","ptl",266.48125,"NLA 2017"
"743",2010424,"NLA17_MT-10059","10-Jul-17",1,"MT","ntl",2.425,"NLA 2017"
"744",2010424,"NLA17_MT-10059","10-Jul-17",1,"MT","turb",46.4,"NLA 2017"
"745",2010425,"NLA17_OK-10085","10-Jul-17",1,"OK","turb",11.55,"NLA 2017"
"746",2010425,"NLA17_OK-10085","10-Jul-17",1,"OK","ptl",108.57875,"NLA 2017"
"747",2010425,"NLA17_OK-10085","10-Jul-17",1,"OK","ntl",1.274,"NLA 2017"
"748",2010426,"NLA17_AZ-10005","10-Jul-17",1,"AZ","ntl",0.67,"NLA 2017"
"749",2010426,"NLA17_AZ-10005","10-Jul-17",1,"AZ","ptl",161.06,"NLA 2017"
"750",2010426,"NLA17_AZ-10005","10-Jul-17",1,"AZ","turb",32.19,"NLA 2017"
"751",2010427,"NLA17_DE-10006","10-Jul-17",1,"DE","ptl",113.645,"NLA 2017"
"752",2010427,"NLA17_DE-10006","10-Jul-17",1,"DE","ntl",1.631,"NLA 2017"
"753",2010427,"NLA17_DE-10006","10-Jul-17",1,"DE","turb",8.21,"NLA 2017"
"754",2010428,"NLA17_AL-10005","11-Jul-17",1,"AL","ptl",44.61625,"NLA 2017"
"755",2010428,"NLA17_AL-10005","11-Jul-17",1,"AL","ntl",0.813,"NLA 2017"
"756",2010428,"NLA17_AL-10005","11-Jul-17",1,"AL","turb",6.18,"NLA 2017"
"757",2010429,"NLA17_AL-10001","10-Jul-17",1,"AL","turb",6.84,"NLA 2017"
"758",2010429,"NLA17_AL-10001","10-Jul-17",1,"AL","ntl",0.955,"NLA 2017"
"759",2010429,"NLA17_AL-10001","10-Jul-17",1,"AL","ptl",49.4625,"NLA 2017"
"760",2010430,"NLA17_ND-10102","11-Jul-17",1,"ND","ntl",10.925,"NLA 2017"
"761",2010430,"NLA17_ND-10102","11-Jul-17",1,"ND","turb",134,"NLA 2017"
"762",2010430,"NLA17_ND-10102","11-Jul-17",1,"ND","ptl",703.263,"NLA 2017"
"763",2010431,"NLA17_PA-10013","11-Jul-17",1,"PA","ntl",0.544,"NLA 2017"
"764",2010431,"NLA17_PA-10013","11-Jul-17",1,"PA","turb",6.09,"NLA 2017"
"765",2010431,"NLA17_PA-10013","11-Jul-17",1,"PA","ptl",41.735,"NLA 2017"
"766",2010432,"NLA17_MN-10187","11-Jul-17",1,"MN","ntl",0.831,"NLA 2017"
"767",2010432,"NLA17_MN-10187","11-Jul-17",1,"MN","ptl",18.1825,"NLA 2017"
"768",2010432,"NLA17_MN-10187","11-Jul-17",1,"MN","turb",1.46,"NLA 2017"
"769",2010433,"NLA17_SD-10037","11-Jul-17",1,"SD","ntl",1.375,"NLA 2017"
"770",2010433,"NLA17_SD-10037","11-Jul-17",1,"SD","ptl",1250.925,"NLA 2017"
"771",2010433,"NLA17_SD-10037","11-Jul-17",1,"SD","turb",7.08,"NLA 2017"
"772",2010434,"NLA17_PA-HP001","11-Jul-17",1,"PA","ptl",7.115,"NLA 2017"
"773",2010434,"NLA17_PA-HP001","11-Jul-17",1,"PA","ntl",0.54,"NLA 2017"
"774",2010434,"NLA17_PA-HP001","11-Jul-17",1,"PA","turb",1.97,"NLA 2017"
"775",2010435,"NLA17_MT-10029","11-Jul-17",1,"MT","ptl",336.46875,"NLA 2017"
"776",2010435,"NLA17_MT-10029","11-Jul-17",1,"MT","turb",35.76,"NLA 2017"
"777",2010435,"NLA17_MT-10029","11-Jul-17",1,"MT","ntl",2.575,"NLA 2017"
"778",2010436,"NLA17_NE-10006","11-Jul-17",1,"NE","ptl",147.74125,"NLA 2017"
"779",2010436,"NLA17_NE-10006","11-Jul-17",1,"NE","ntl",3.256,"NLA 2017"
"780",2010436,"NLA17_NE-10006","11-Jul-17",1,"NE","turb",34.35,"NLA 2017"
"781",2010437,"NLA17_NE-10059","10-Jul-17",1,"NE","turb",8.09,"NLA 2017"
"782",2010437,"NLA17_NE-10059","10-Jul-17",1,"NE","ptl",95.695,"NLA 2017"
"783",2010437,"NLA17_NE-10059","10-Jul-17",1,"NE","ntl",1.679,"NLA 2017"
"784",2010438,"NLA17_NE-10007","11-Jul-17",1,"NE","turb",1.88,"NLA 2017"
"785",2010438,"NLA17_NE-10007","11-Jul-17",1,"NE","ntl",0.591,"NLA 2017"
"786",2010438,"NLA17_NE-10007","11-Jul-17",1,"NE","ptl",24.72125,"NLA 2017"
"787",2010439,"NLA17_MO-10007","11-Jul-17",1,"MO","turb",4.92,"NLA 2017"
"788",2010439,"NLA17_MO-10007","11-Jul-17",1,"MO","ntl",0.881,"NLA 2017"
"789",2010439,"NLA17_MO-10007","11-Jul-17",1,"MO","ptl",62.12625,"NLA 2017"
"790",2010440,"NLA17_CO-10024","11-Jul-17",1,"CO","ntl",0.428,"NLA 2017"
"791",2010440,"NLA17_CO-10024","11-Jul-17",1,"CO","turb",1.54,"NLA 2017"
"792",2010440,"NLA17_CO-10024","11-Jul-17",1,"CO","ptl",24.87625,"NLA 2017"
"793",2010441,"NLA17_OR-10003","11-Jul-17",1,"OR","ptl",148.00375,"NLA 2017"
"794",2010441,"NLA17_OR-10003","11-Jul-17",1,"OR","ntl",1.015,"NLA 2017"
"795",2010441,"NLA17_OR-10003","11-Jul-17",1,"OR","turb",7.02,"NLA 2017"
"796",2010442,"NLA17_CA-10005","10-Jul-17",1,"CA","turb",3.63,"NLA 2017"
"797",2010442,"NLA17_CA-10005","10-Jul-17",1,"CA","ntl",0.785,"NLA 2017"
"798",2010442,"NLA17_CA-10005","10-Jul-17",1,"CA","ptl",302.344,"NLA 2017"
"799",2010443,"NLA17_SC-10002","11-Jul-17",1,"SC","ntl",0.496,"NLA 2017"
"800",2010443,"NLA17_SC-10002","11-Jul-17",1,"SC","turb",3.74,"NLA 2017"
"801",2010443,"NLA17_SC-10002","11-Jul-17",1,"SC","ptl",40.805,"NLA 2017"
"802",2010444,"NLA17_SC-10024","11-Jul-17",1,"SC","ntl",0.579,"NLA 2017"
"803",2010444,"NLA17_SC-10024","11-Jul-17",1,"SC","turb",3.26,"NLA 2017"
"804",2010444,"NLA17_SC-10024","11-Jul-17",1,"SC","ptl",47.6825,"NLA 2017"
"805",2010445,"NLA17_OR-10002","11-Jul-17",1,"OR","ntl",0.083,"NLA 2017"
"806",2010445,"NLA17_OR-10002","11-Jul-17",1,"OR","ptl",23.44875,"NLA 2017"
"807",2010445,"NLA17_OR-10002","11-Jul-17",1,"OR","turb",0.77,"NLA 2017"
"808",2010446,"NLA17_CA-10021","11-Jul-17",1,"CA","ntl",18.075,"NLA 2017"
"809",2010446,"NLA17_CA-10021","11-Jul-17",1,"CA","turb",73.69,"NLA 2017"
"810",2010446,"NLA17_CA-10021","11-Jul-17",1,"CA","ptl",11238.8,"NLA 2017"
"811",2010447,"NLA17_TX-10002","11-Jul-17",1,"TX","turb",2.64,"NLA 2017"
"812",2010447,"NLA17_TX-10002","11-Jul-17",1,"TX","ptl",25.395,"NLA 2017"
"813",2010447,"NLA17_TX-10002","11-Jul-17",1,"TX","ntl",0.65,"NLA 2017"
"814",2010448,"NLA17_OH-10002","12-Jul-17",1,"OH","ntl",1.621,"NLA 2017"
"815",2010448,"NLA17_OH-10002","12-Jul-17",1,"OH","turb",10.22,"NLA 2017"
"816",2010448,"NLA17_OH-10002","12-Jul-17",1,"OH","ptl",85.02125,"NLA 2017"
"817",2010449,"NLA17_NJ-10008","12-Jul-17",1,"NJ","turb",9.25,"NLA 2017"
"818",2010449,"NLA17_NJ-10008","12-Jul-17",1,"NJ","ptl",194.185,"NLA 2017"
"819",2010449,"NLA17_NJ-10008","12-Jul-17",1,"NJ","ntl",2.126,"NLA 2017"
"820",2010450,"NLA17_SC-10015","12-Jul-17",1,"SC","ptl",37.8675,"NLA 2017"
"821",2010450,"NLA17_SC-10015","12-Jul-17",1,"SC","ntl",0.54,"NLA 2017"
"822",2010450,"NLA17_SC-10015","12-Jul-17",1,"SC","turb",7.62,"NLA 2017"
"823",2010451,"NLA17_LA-10006","12-Jul-17",1,"LA","ptl",79.6075,"NLA 2017"
"824",2010451,"NLA17_LA-10006","12-Jul-17",1,"LA","ntl",0.674,"NLA 2017"
"825",2010451,"NLA17_LA-10006","12-Jul-17",1,"LA","turb",41.56,"NLA 2017"
"826",2010452,"NLA17_PA-10025","12-Jul-17",1,"PA","turb",7.23,"NLA 2017"
"827",2010452,"NLA17_PA-10025","12-Jul-17",1,"PA","ptl",71.04375,"NLA 2017"
"828",2010452,"NLA17_PA-10025","12-Jul-17",1,"PA","ntl",0.829,"NLA 2017"
"829",2010453,"NLA17_GA-10001","11-Jul-17",2,"GA","ntl",1.553,"NLA 2017"
"830",2010453,"NLA17_GA-10001","11-Jul-17",2,"GA","ptl",150.67625,"NLA 2017"
"831",2010453,"NLA17_GA-10001","11-Jul-17",2,"GA","turb",5,"NLA 2017"
"832",2010454,"NLA17_MN-10021","10-Jul-17",1,"MN","ntl",1.834,"NLA 2017"
"833",2010454,"NLA17_MN-10021","10-Jul-17",1,"MN","ptl",124.0225,"NLA 2017"
"834",2010454,"NLA17_MN-10021","10-Jul-17",1,"MN","turb",40.55,"NLA 2017"
"835",2010455,"NLA17_MN-10038","10-Jul-17",1,"MN","turb",5.12,"NLA 2017"
"836",2010455,"NLA17_MN-10038","10-Jul-17",1,"MN","ptl",33.55875,"NLA 2017"
"837",2010455,"NLA17_MN-10038","10-Jul-17",1,"MN","ntl",1.119,"NLA 2017"
"838",2010456,"NLA17_OK-10015","11-Jul-17",1,"OK","ntl",1.285,"NLA 2017"
"839",2010456,"NLA17_OK-10015","11-Jul-17",1,"OK","turb",21.71,"NLA 2017"
"840",2010456,"NLA17_OK-10015","11-Jul-17",1,"OK","ptl",242.355,"NLA 2017"
"841",2010457,"NLA17_CT-10023","12-Jul-17",1,"CT","ntl",0.389,"NLA 2017"
"842",2010457,"NLA17_CT-10023","12-Jul-17",1,"CT","turb",0.74,"NLA 2017"
"843",2010457,"NLA17_CT-10023","12-Jul-17",1,"CT","ptl",10.55625,"NLA 2017"
"844",2010458,"NLA17_WI-10092","12-Jul-17",1,"WI","turb",1.98,"NLA 2017"
"845",2010458,"NLA17_WI-10092","12-Jul-17",1,"WI","ntl",0.501,"NLA 2017"
"846",2010458,"NLA17_WI-10092","12-Jul-17",1,"WI","ptl",33.2,"NLA 2017"
"847",2010459,"NLA17_MN-10007","12-Jul-17",1,"MN","ntl",0.475,"NLA 2017"
"848",2010459,"NLA17_MN-10007","12-Jul-17",1,"MN","turb",1.19,"NLA 2017"
"849",2010459,"NLA17_MN-10007","12-Jul-17",1,"MN","ptl",13.71125,"NLA 2017"
"850",2010460,"NLA17_ME-10001","12-Jul-17",1,"ME","ptl",8.48,"NLA 2017"
"851",2010460,"NLA17_ME-10001","12-Jul-17",1,"ME","turb",0.91,"NLA 2017"
"852",2010460,"NLA17_ME-10001","12-Jul-17",1,"ME","ntl",0.283,"NLA 2017"
"853",2010461,"NLA17_ID-10059","12-Jul-17",1,"ID","turb",1.67,"NLA 2017"
"854",2010461,"NLA17_ID-10059","12-Jul-17",1,"ID","ntl",0.663,"NLA 2017"
"855",2010461,"NLA17_ID-10059","12-Jul-17",1,"ID","ptl",41.60375,"NLA 2017"
"856",2010462,"NLA17_AL-10003","12-Jul-17",1,"AL","ptl",100.4125,"NLA 2017"
"857",2010462,"NLA17_AL-10003","12-Jul-17",1,"AL","ntl",0.776,"NLA 2017"
"858",2010462,"NLA17_AL-10003","12-Jul-17",1,"AL","turb",25.82,"NLA 2017"
"859",2010463,"NLA17_UT-10007","12-Jul-17",1,"UT","ptl",64.105,"NLA 2017"
"860",2010463,"NLA17_UT-10007","12-Jul-17",1,"UT","ntl",0.306,"NLA 2017"
"861",2010463,"NLA17_UT-10007","12-Jul-17",1,"UT","turb",1.59,"NLA 2017"
"862",2010464,"NLA17_VA-10012","12-Jul-17",1,"VA","ntl",1.103,"NLA 2017"
"863",2010464,"NLA17_VA-10012","12-Jul-17",1,"VA","ptl",92.88,"NLA 2017"
"864",2010464,"NLA17_VA-10012","12-Jul-17",1,"VA","turb",16.79,"NLA 2017"
"865",2010465,"NLA17_VA-HP005","12-Jul-17",1,"VA","ptl",11.17875,"NLA 2017"
"866",2010465,"NLA17_VA-HP005","12-Jul-17",1,"VA","turb",1,"NLA 2017"
"867",2010465,"NLA17_VA-HP005","12-Jul-17",1,"VA","ntl",0.301,"NLA 2017"
"868",2010466,"NLA17_SD-10022","12-Jul-17",1,"SD","ntl",0.813,"NLA 2017"
"869",2010466,"NLA17_SD-10022","12-Jul-17",1,"SD","ptl",68.31375,"NLA 2017"
"870",2010466,"NLA17_SD-10022","12-Jul-17",1,"SD","turb",6.08,"NLA 2017"
"871",2010467,"NLA17_IN-10003","12-Jul-17",1,"IN","ntl",1.06,"NLA 2017"
"872",2010467,"NLA17_IN-10003","12-Jul-17",1,"IN","ptl",21.92875,"NLA 2017"
"873",2010467,"NLA17_IN-10003","12-Jul-17",1,"IN","turb",2.1,"NLA 2017"
"874",2010468,"NLA17_PA-HP002","12-Jul-17",1,"PA","ptl",12.23125,"NLA 2017"
"875",2010468,"NLA17_PA-HP002","12-Jul-17",1,"PA","ntl",0.353,"NLA 2017"
"876",2010468,"NLA17_PA-HP002","12-Jul-17",1,"PA","turb",1.15,"NLA 2017"
"877",2010469,"NLA17_GA-10022","12-Jul-17",1,"GA","turb",3.82,"NLA 2017"
"878",2010469,"NLA17_GA-10022","12-Jul-17",1,"GA","ntl",0.856,"NLA 2017"
"879",2010469,"NLA17_GA-10022","12-Jul-17",1,"GA","ptl",59.52,"NLA 2017"
"880",2010470,"NLA17_VT-10003","12-Jul-17",1,"VT","ptl",4.5425,"NLA 2017"
"881",2010470,"NLA17_VT-10003","12-Jul-17",1,"VT","ntl",0.266,"NLA 2017"
"882",2010470,"NLA17_VT-10003","12-Jul-17",1,"VT","turb",0.62,"NLA 2017"
"883",2010471,"NLA17_NE-10046","12-Jul-17",1,"NE","turb",26.64,"NLA 2017"
"884",2010471,"NLA17_NE-10046","12-Jul-17",1,"NE","ntl",4.088,"NLA 2017"
"885",2010471,"NLA17_NE-10046","12-Jul-17",1,"NE","ptl",358.63375,"NLA 2017"
"886",2010472,"NLA17_MN-HP003","11-Jul-17",1,"MN","turb",0.66,"NLA 2017"
"887",2010472,"NLA17_MN-HP003","11-Jul-17",1,"MN","ntl",0.399,"NLA 2017"
"888",2010472,"NLA17_MN-HP003","11-Jul-17",1,"MN","ptl",14.845,"NLA 2017"
"889",2010473,"NLA17_MN-10025","12-Jul-17",1,"MN","ptl",21.8225,"NLA 2017"
"890",2010473,"NLA17_MN-10025","12-Jul-17",1,"MN","turb",2.05,"NLA 2017"
"891",2010473,"NLA17_MN-10025","12-Jul-17",1,"MN","ntl",0.92625,"NLA 2017"
"892",2010474,"NLA17_MT-10009","12-Jul-17",1,"MT","ptl",978.675,"NLA 2017"
"893",2010474,"NLA17_MT-10009","12-Jul-17",1,"MT","ntl",2.406,"NLA 2017"
"894",2010474,"NLA17_MT-10009","12-Jul-17",1,"MT","turb",3.99,"NLA 2017"
"895",2010475,"NLA17_OR-10060","12-Jul-17",1,"OR","turb",3.67,"NLA 2017"
"896",2010475,"NLA17_OR-10060","12-Jul-17",1,"OR","ntl",0.549,"NLA 2017"
"897",2010475,"NLA17_OR-10060","12-Jul-17",1,"OR","ptl",40.66125,"NLA 2017"
"898",2010476,"NLA17_MS-10003","11-Jul-17",1,"MS","ntl",0.504,"NLA 2017"
"899",2010476,"NLA17_MS-10003","11-Jul-17",1,"MS","turb",2.96,"NLA 2017"
"900",2010476,"NLA17_MS-10003","11-Jul-17",1,"MS","ptl",29.41625,"NLA 2017"
"901",2010477,"NLA17_MS-10007","12-Jul-17",1,"MS","ntl",0.583,"NLA 2017"
"902",2010477,"NLA17_MS-10007","12-Jul-17",1,"MS","turb",1.62,"NLA 2017"
"903",2010477,"NLA17_MS-10007","12-Jul-17",1,"MS","ptl",15.7875,"NLA 2017"
"904",2010478,"NLA17_OH-10007","13-Jul-17",1,"OH","ptl",26.82625,"NLA 2017"
"905",2010478,"NLA17_OH-10007","13-Jul-17",1,"OH","turb",3.83,"NLA 2017"
"906",2010478,"NLA17_OH-10007","13-Jul-17",1,"OH","ntl",2.575,"NLA 2017"
"907",2010479,"NLA17_NE-10061","12-Jul-17",1,"NE","ntl",0.428,"NLA 2017"
"908",2010479,"NLA17_NE-10061","12-Jul-17",1,"NE","ptl",21.2175,"NLA 2017"
"909",2010479,"NLA17_NE-10061","12-Jul-17",1,"NE","turb",0.7,"NLA 2017"
"910",2010480,"NLA17_ME-10043","13-Jul-17",1,"ME","ptl",22.98,"NLA 2017"
"911",2010480,"NLA17_ME-10043","13-Jul-17",1,"ME","ntl",0.491,"NLA 2017"
"912",2010480,"NLA17_ME-10043","13-Jul-17",1,"ME","turb",2.31,"NLA 2017"
"913",2010481,"NLA17_TX-10072","12-Jul-17",1,"TX","turb",2.96,"NLA 2017"
"914",2010481,"NLA17_TX-10072","12-Jul-17",1,"TX","ntl",0.931,"NLA 2017"
"915",2010481,"NLA17_TX-10072","12-Jul-17",1,"TX","ptl",27.11,"NLA 2017"
"916",2010482,"NLA17_FL-10005","13-Jul-17",1,"FL","ptl",32.67125,"NLA 2017"
"917",2010482,"NLA17_FL-10005","13-Jul-17",1,"FL","turb",11.94,"NLA 2017"
"918",2010482,"NLA17_FL-10005","13-Jul-17",1,"FL","ntl",2.316,"NLA 2017"
"919",2010483,"NLA17_SC-10027","13-Jul-17",1,"SC","ntl",0.399,"NLA 2017"
"920",2010483,"NLA17_SC-10027","13-Jul-17",1,"SC","ptl",20.7975,"NLA 2017"
"921",2010483,"NLA17_SC-10027","13-Jul-17",1,"SC","turb",2.89,"NLA 2017"
"922",2010484,"NLA17_VA-10002","13-Jul-17",1,"VA","ptl",104.6075,"NLA 2017"
"923",2010484,"NLA17_VA-10002","13-Jul-17",1,"VA","ntl",0.904,"NLA 2017"
"924",2010484,"NLA17_VA-10002","13-Jul-17",1,"VA","turb",11.33,"NLA 2017"
"925",2010485,"NLA17_VA-HP007","13-Jul-17",1,"VA","ntl",0.245,"NLA 2017"
"926",2010485,"NLA17_VA-HP007","13-Jul-17",1,"VA","ptl",4.2,"NLA 2017"
"927",2010485,"NLA17_VA-HP007","13-Jul-17",1,"VA","turb",0.91,"NLA 2017"
"928",2010486,"NLA17_NE-10073","13-Jul-17",1,"NE","ptl",71.29125,"NLA 2017"
"929",2010486,"NLA17_NE-10073","13-Jul-17",1,"NE","turb",2.91,"NLA 2017"
"930",2010486,"NLA17_NE-10073","13-Jul-17",1,"NE","ntl",3.031,"NLA 2017"
"931",2010487,"NLA17_OR-10009","13-Jul-17",1,"OR","turb",1.37,"NLA 2017"
"932",2010487,"NLA17_OR-10009","13-Jul-17",1,"OR","ptl",310.705,"NLA 2017"
"933",2010487,"NLA17_OR-10009","13-Jul-17",1,"OR","ntl",0.819,"NLA 2017"
"934",2010488,"NLA17_MO-10006","13-Jul-17",1,"MO","ntl",0.338,"NLA 2017"
"935",2010488,"NLA17_MO-10006","13-Jul-17",1,"MO","ptl",5.75625,"NLA 2017"
"936",2010488,"NLA17_MO-10006","13-Jul-17",1,"MO","turb",1.89,"NLA 2017"
"937",2010489,"NLA17_AL-10004","14-Jul-17",1,"AL","ptl",65.2,"NLA 2017"
"938",2010489,"NLA17_AL-10004","14-Jul-17",1,"AL","turb",2.23,"NLA 2017"
"939",2010489,"NLA17_AL-10004","14-Jul-17",1,"AL","ntl",0.494,"NLA 2017"
