uid,site_id,date_col,visit_no,state,analyte,result,source
7441,NLA12_NH-112,7/26/2012,2,NH,ntl,0.196,NLA 2012
7441,NLA12_NH-112,7/26/2012,2,NH,ptl,11,NLA 2012
7441,NLA12_NH-112,7/26/2012,2,NH,turb,0.36,NLA 2012
1000130,NLA12_NH-115,8/7/2012,1,NH,ntl,0.248,NLA 2012
1000130,NLA12_NH-115,8/7/2012,1,NH,ptl,12,NLA 2012
1000130,NLA12_NH-115,8/7/2012,1,NH,turb,0.5,NLA 2012
6690,NLA12_NH-R04,6/18/2012,1,NH,ntl,0.181,NLA 2012
6690,NLA12_NH-R04,6/18/2012,1,NH,ptl,14,NLA 2012
6690,NLA12_NH-R04,6/18/2012,1,NH,turb,0.44,NLA 2012
7210,NLA12_NJ-101,7/13/2012,1,NJ,ntl,0.593,NLA 2012
7210,NLA12_NJ-101,7/13/2012,1,NJ,ptl,49,NLA 2012
7210,NLA12_NJ-101,7/13/2012,1,NJ,turb,3.3,NLA 2012
8659,NLA12_NJ-101,9/19/2012,2,NJ,ntl,0.618,NLA 2012
8659,NLA12_NJ-101,9/19/2012,2,NJ,ptl,50,NLA 2012
8659,NLA12_NJ-101,9/19/2012,2,NJ,turb,4.91,NLA 2012
7151,NLA12_NJ-102,7/12/2012,1,NJ,ntl,0.828,NLA 2012
7151,NLA12_NJ-102,7/12/2012,1,NJ,ptl,158,NLA 2012
7151,NLA12_NJ-102,7/12/2012,1,NJ,turb,5.51,NLA 2012
8676,NLA12_NJ-103,9/21/2012,1,NJ,ntl,0.965,NLA 2012
8676,NLA12_NJ-103,9/21/2012,1,NJ,ptl,57,NLA 2012
8676,NLA12_NJ-103,9/21/2012,1,NJ,turb,9.58,NLA 2012
7209,NLA12_NJ-104,7/15/2012,1,NJ,ntl,0.399,NLA 2012
7209,NLA12_NJ-104,7/15/2012,1,NJ,ptl,39,NLA 2012
7209,NLA12_NJ-104,7/15/2012,1,NJ,turb,4.23,NLA 2012
8545,NLA12_NJ-105,9/13/2012,1,NJ,ntl,0.426,NLA 2012
8545,NLA12_NJ-105,9/13/2012,1,NJ,ptl,12,NLA 2012
8545,NLA12_NJ-105,9/13/2012,1,NJ,turb,0.81,NLA 2012
8591,NLA12_NJ-106,9/14/2012,1,NJ,ntl,1.003,NLA 2012
8591,NLA12_NJ-106,9/14/2012,1,NJ,ptl,87,NLA 2012
8591,NLA12_NJ-106,9/14/2012,1,NJ,turb,3.35,NLA 2012
6800,NLA12_NJ-107,6/26/2012,1,NJ,ntl,0.465,NLA 2012
6800,NLA12_NJ-107,6/26/2012,1,NJ,ptl,49,NLA 2012
6800,NLA12_NJ-107,6/26/2012,1,NJ,turb,3.36,NLA 2012
8761,NLA12_NJ-108,9/25/2012,1,NJ,ntl,0.763,NLA 2012
8761,NLA12_NJ-108,9/25/2012,1,NJ,ptl,24,NLA 2012
8761,NLA12_NJ-108,9/25/2012,1,NJ,turb,1.53,NLA 2012
7058,NLA12_NJ-118,7/10/2012,1,NJ,ntl,0.688,NLA 2012
7058,NLA12_NJ-118,7/10/2012,1,NJ,ptl,38,NLA 2012
7058,NLA12_NJ-118,7/10/2012,1,NJ,turb,2.88,NLA 2012
7152,NLA12_NJ-119,7/11/2012,1,NJ,ntl,0.336,NLA 2012
7152,NLA12_NJ-119,7/11/2012,1,NJ,ptl,17,NLA 2012
7152,NLA12_NJ-119,7/11/2012,1,NJ,turb,1.53,NLA 2012
7043,NLA12_NJ-131,7/9/2012,1,NJ,ntl,0.313,NLA 2012
7043,NLA12_NJ-131,7/9/2012,1,NJ,ptl,7,NLA 2012
7043,NLA12_NJ-131,7/9/2012,1,NJ,turb,0.97,NLA 2012
8640,NLA12_NJ-131,9/18/2012,2,NJ,ntl,0.295,NLA 2012
8640,NLA12_NJ-131,9/18/2012,2,NJ,ptl,9,NLA 2012
8640,NLA12_NJ-131,9/18/2012,2,NJ,turb,0.53,NLA 2012
8675,NLA12_NJ-R01,9/20/2012,1,NJ,ntl,0.466,NLA 2012
8675,NLA12_NJ-R01,9/20/2012,1,NJ,ptl,25,NLA 2012
8675,NLA12_NJ-R01,9/20/2012,1,NJ,turb,1.61,NLA 2012
6372,NLA12_NM-104,6/1/2012,1,NM,ntl,0.18,NLA 2012
6372,NLA12_NM-104,6/1/2012,1,NM,ptl,30,NLA 2012
6372,NLA12_NM-104,6/1/2012,1,NM,turb,1.96,NLA 2012
8052,NLA12_NM-104,8/15/2012,2,NM,ntl,0.344,NLA 2012
8052,NLA12_NM-104,8/15/2012,2,NM,ptl,36,NLA 2012
8052,NLA12_NM-104,8/15/2012,2,NM,turb,5.59,NLA 2012
6361,NLA12_NM-105,5/30/2012,1,NM,ntl,1.348,NLA 2012
6361,NLA12_NM-105,5/30/2012,1,NM,ptl,77,NLA 2012
6361,NLA12_NM-105,5/30/2012,1,NM,turb,37.76,NLA 2012
6403,NLA12_NM-117,6/3/2012,1,NM,ntl,1.129,NLA 2012
6403,NLA12_NM-117,6/3/2012,1,NM,ptl,25,NLA 2012
6403,NLA12_NM-117,6/3/2012,1,NM,turb,0.43,NLA 2012
8073,NLA12_NM-117,8/19/2012,2,NM,ntl,1.348,NLA 2012
8073,NLA12_NM-117,8/19/2012,2,NM,ptl,28,NLA 2012
8073,NLA12_NM-117,8/19/2012,2,NM,turb,6.84,NLA 2012
6507,NLA12_NM-129,6/10/2012,1,NM,ntl,0.505,NLA 2012
6507,NLA12_NM-129,6/10/2012,1,NM,ptl,24,NLA 2012
6507,NLA12_NM-129,6/10/2012,1,NM,turb,4.21,NLA 2012
6319,NLA12_NM-132,5/28/2012,1,NM,ntl,1.231,NLA 2012
6319,NLA12_NM-132,5/28/2012,1,NM,ptl,231,NLA 2012
6319,NLA12_NM-132,5/28/2012,1,NM,turb,78.48,NLA 2012
6412,NLA12_NM-133,6/4/2012,1,NM,ntl,1.503,NLA 2012
6412,NLA12_NM-133,6/4/2012,1,NM,ptl,52,NLA 2012
6412,NLA12_NM-133,6/4/2012,1,NM,turb,3.18,NLA 2012
6500,NLA12_NM-134,6/7/2012,1,NM,ntl,0.129,NLA 2012
6500,NLA12_NM-134,6/7/2012,1,NM,ptl,17,NLA 2012
6500,NLA12_NM-134,6/7/2012,1,NM,turb,1.64,NLA 2012
6501,NLA12_NM-138,6/8/2012,1,NM,ntl,0.305,NLA 2012
6501,NLA12_NM-138,6/8/2012,1,NM,ptl,152,NLA 2012
6501,NLA12_NM-138,6/8/2012,1,NM,turb,2.18,NLA 2012
6477,NLA12_NM-150,6/6/2012,1,NM,ntl,0.939,NLA 2012
6477,NLA12_NM-150,6/6/2012,1,NM,ptl,159,NLA 2012
6477,NLA12_NM-150,6/6/2012,1,NM,turb,18.3,NLA 2012
6341,NLA12_NM-152,5/29/2012,1,NM,ntl,1.511,NLA 2012
6341,NLA12_NM-152,5/29/2012,1,NM,ptl,256,NLA 2012
6341,NLA12_NM-152,5/29/2012,1,NM,turb,60.88,NLA 2012
6532,NLA12_NM-160,6/11/2012,1,NM,ntl,0.611,NLA 2012
6532,NLA12_NM-160,6/11/2012,1,NM,ptl,214,NLA 2012
6532,NLA12_NM-160,6/11/2012,1,NM,turb,58.1,NLA 2012
8048,NLA12_NM-161,8/16/2012,1,NM,ntl,0.214,NLA 2012
8048,NLA12_NM-161,8/16/2012,1,NM,ptl,16,NLA 2012
8048,NLA12_NM-161,8/16/2012,1,NM,turb,0.74,NLA 2012
8053,NLA12_NM-162,8/17/2012,1,NM,ntl,0.626,NLA 2012
8053,NLA12_NM-162,8/17/2012,1,NM,ptl,56,NLA 2012
8053,NLA12_NM-162,8/17/2012,1,NM,turb,0.49,NLA 2012
6482,NLA12_NV-101,6/6/2012,1,NV,ntl,1.061,NLA 2012
6482,NLA12_NV-101,6/6/2012,1,NV,ptl,437,NLA 2012
6482,NLA12_NV-101,6/6/2012,1,NV,turb,58.73,NLA 2012
7278,NLA12_NV-101,7/17/2012,2,NV,ntl,1.049,NLA 2012
7278,NLA12_NV-101,7/17/2012,2,NV,ptl,565,NLA 2012
7278,NLA12_NV-101,7/17/2012,2,NV,turb,57.67,NLA 2012
6720,NLA12_NV-102,6/20/2012,1,NV,ntl,0.645,NLA 2012
6720,NLA12_NV-102,6/20/2012,1,NV,ptl,138,NLA 2012
6720,NLA12_NV-102,6/20/2012,1,NV,turb,1.75,NLA 2012
6719,NLA12_NV-103,6/19/2012,1,NV,ntl,0.463,NLA 2012
6719,NLA12_NV-103,6/19/2012,1,NV,ptl,27,NLA 2012
6719,NLA12_NV-103,6/19/2012,1,NV,turb,1.16,NLA 2012
7137,NLA12_NV-104,7/12/2012,1,NV,ntl,0.573,NLA 2012
7137,NLA12_NV-104,7/12/2012,1,NV,ptl,125,NLA 2012
7137,NLA12_NV-104,7/12/2012,1,NV,turb,13.46,NLA 2012
7135,NLA12_NV-105,7/11/2012,1,NV,ntl,0.389,NLA 2012
7135,NLA12_NV-105,7/11/2012,1,NV,ptl,246,NLA 2012
7135,NLA12_NV-105,7/11/2012,1,NV,turb,15.66,NLA 2012
6481,NLA12_NV-106,6/7/2012,1,NV,ntl,0.588,NLA 2012
6481,NLA12_NV-106,6/7/2012,1,NV,ptl,173,NLA 2012
6481,NLA12_NV-106,6/7/2012,1,NV,turb,24.3,NLA 2012
6829,NLA12_NV-109,6/27/2012,1,NV,ntl,0.606,NLA 2012
6829,NLA12_NV-109,6/27/2012,1,NV,ptl,83,NLA 2012
6829,NLA12_NV-109,6/27/2012,1,NV,turb,0.92,NLA 2012
7136,NLA12_NV-119,7/10/2012,1,NV,ntl,0.51,NLA 2012
7136,NLA12_NV-119,7/10/2012,1,NV,ptl,108,NLA 2012
7136,NLA12_NV-119,7/10/2012,1,NV,turb,1.01,NLA 2012
7277,NLA12_NV-119,7/18/2012,2,NV,ntl,0.728,NLA 2012
7277,NLA12_NV-119,7/18/2012,2,NV,ptl,166,NLA 2012
7277,NLA12_NV-119,7/18/2012,2,NV,turb,1.44,NLA 2012
6617,NLA12_NV-127,6/12/2012,1,NV,ntl,0.573,NLA 2012
6617,NLA12_NV-127,6/12/2012,1,NV,ptl,43,NLA 2012
6617,NLA12_NV-127,6/12/2012,1,NV,turb,1.33,NLA 2012
7276,NLA12_NV-137,7/16/2012,1,NV,ntl,0.351,NLA 2012
7276,NLA12_NV-137,7/16/2012,1,NV,ptl,230,NLA 2012
7276,NLA12_NV-137,7/16/2012,1,NV,turb,54.76,NLA 2012
6775,NLA12_NV-141,6/25/2012,1,NV,ntl,1.103,NLA 2012
6775,NLA12_NV-141,6/25/2012,1,NV,ptl,137,NLA 2012
6775,NLA12_NV-141,6/25/2012,1,NV,turb,1.55,NLA 2012
7306,NLA12_NV-144,7/19/2012,1,NV,ntl,0.206,NLA 2012
7306,NLA12_NV-144,7/19/2012,1,NV,ptl,20,NLA 2012
7306,NLA12_NV-144,7/19/2012,1,NV,turb,0.49,NLA 2012
6618,NLA12_NV-167,6/14/2012,1,NV,ntl,0.845,NLA 2012
6618,NLA12_NV-167,6/14/2012,1,NV,ptl,150,NLA 2012
6618,NLA12_NV-167,6/14/2012,1,NV,turb,1.11,NLA 2012
7275,NLA12_NV-177,7/17/2012,1,NV,ntl,0.415,NLA 2012
7275,NLA12_NV-177,7/17/2012,1,NV,ptl,88,NLA 2012
7275,NLA12_NV-177,7/17/2012,1,NV,turb,1.88,NLA 2012
6793,NLA12_NV-193,6/26/2012,1,NV,ntl,0.445,NLA 2012
6793,NLA12_NV-193,6/26/2012,1,NV,ptl,21,NLA 2012
6793,NLA12_NV-193,6/26/2012,1,NV,turb,3.06,NLA 2012
7465,NLA12_NV-R01,7/25/2012,1,NV,ntl,0.075,NLA 2012
7465,NLA12_NV-R01,7/25/2012,1,NV,ptl,12,NLA 2012
7465,NLA12_NV-R01,7/25/2012,1,NV,turb,0.15,NLA 2012
6694,NLA12_NY-0101,6/20/2012,1,NY,ntl,0.218,NLA 2012
6694,NLA12_NY-0101,6/20/2012,1,NY,ptl,10,NLA 2012
6694,NLA12_NY-0101,6/20/2012,1,NY,turb,0.38,NLA 2012
8546,NLA12_NY-0101,9/13/2012,2,NY,ntl,0.266,NLA 2012
8546,NLA12_NY-0101,9/13/2012,2,NY,ptl,8,NLA 2012
8546,NLA12_NY-0101,9/13/2012,2,NY,turb,0.28,NLA 2012
6834,NLA12_NY-0102,6/27/2012,1,NY,ntl,0.396,NLA 2012
6834,NLA12_NY-0102,6/27/2012,1,NY,ptl,16,NLA 2012
6834,NLA12_NY-0102,6/27/2012,1,NY,turb,0.79,NLA 2012
8647,NLA12_NY-0103,9/19/2012,1,CT,ntl,0.111,NLA 2012
8647,NLA12_NY-0103,9/19/2012,1,CT,ptl,4,NLA 2012
8647,NLA12_NY-0103,9/19/2012,1,CT,turb,0.34,NLA 2012
6576,NLA12_NY-0104,6/13/2012,1,NY,ntl,0.429,NLA 2012
6576,NLA12_NY-0104,6/13/2012,1,NY,ptl,55,NLA 2012
6576,NLA12_NY-0104,6/13/2012,1,NY,turb,6.37,NLA 2012
7954,NLA12_NY-0104,8/15/2012,2,NY,ntl,0.524,NLA 2012
7954,NLA12_NY-0104,8/15/2012,2,NY,ptl,53,NLA 2012
7954,NLA12_NY-0104,8/15/2012,2,NY,turb,3.4,NLA 2012
7190,NLA12_NY-0106,7/12/2012,1,NY,ntl,0.248,NLA 2012
7190,NLA12_NY-0106,7/12/2012,1,NY,ptl,14,NLA 2012
7190,NLA12_NY-0106,7/12/2012,1,NY,turb,0.58,NLA 2012
7490,NLA12_NY-0108,7/27/2012,1,NY,ntl,0.694,NLA 2012
7490,NLA12_NY-0108,7/27/2012,1,NY,ptl,124,NLA 2012
7490,NLA12_NY-0108,7/27/2012,1,NY,turb,2.67,NLA 2012
7266,NLA12_NY-0109,7/18/2012,1,NY,ntl,0.485,NLA 2012
7266,NLA12_NY-0109,7/18/2012,1,NY,ptl,26,NLA 2012
7266,NLA12_NY-0109,7/18/2012,1,NY,turb,1.65,NLA 2012
7206,NLA12_NY-0110,7/15/2012,1,NY,ntl,0.321,NLA 2012
7206,NLA12_NY-0110,7/15/2012,1,NY,ptl,11,NLA 2012
7206,NLA12_NY-0110,7/15/2012,1,NY,turb,0.72,NLA 2012
7284,NLA12_NY-0111,7/16/2012,1,NY,ntl,0.426,NLA 2012
7284,NLA12_NY-0111,7/16/2012,1,NY,ptl,12,NLA 2012
7284,NLA12_NY-0111,7/16/2012,1,NY,turb,0.67,NLA 2012
8597,NLA12_NY-0112,9/14/2012,1,NY,ntl,0.486,NLA 2012
8597,NLA12_NY-0112,9/14/2012,1,NY,ptl,33,NLA 2012
8597,NLA12_NY-0112,9/14/2012,1,NY,turb,1.19,NLA 2012
7174,NLA12_NY-R02,7/11/2012,1,NY,ntl,0.224,NLA 2012
7174,NLA12_NY-R02,7/11/2012,1,NY,ptl,12,NLA 2012
7174,NLA12_NY-R02,7/11/2012,1,NY,turb,0.35,NLA 2012
7422,NLA12_NY-R03,7/24/2012,1,NY,ntl,0.251,NLA 2012
7422,NLA12_NY-R03,7/24/2012,1,NY,ptl,9,NLA 2012
7422,NLA12_NY-R03,7/24/2012,1,NY,turb,0.81,NLA 2012
7339,NLA12_NY-R04,7/20/2012,1,NY,ntl,1.271,NLA 2012
7339,NLA12_NY-R04,7/20/2012,1,NY,ptl,136,NLA 2012
7339,NLA12_NY-R04,7/20/2012,1,NY,turb,12.76,NLA 2012
7421,NLA12_NY-R06,7/25/2012,1,NY,ntl,0.34,NLA 2012
7421,NLA12_NY-R06,7/25/2012,1,NY,ptl,23,NLA 2012
7421,NLA12_NY-R06,7/25/2012,1,NY,turb,1.19,NLA 2012
7377,NLA12_NY-R07,7/22/2012,1,NY,ntl,1.808,NLA 2012
7377,NLA12_NY-R07,7/22/2012,1,NY,ptl,176,NLA 2012
7377,NLA12_NY-R07,7/22/2012,1,NY,turb,23.1,NLA 2012
7287,NLA12_NY-R08,7/17/2012,1,NY,ntl,0.289,NLA 2012
7287,NLA12_NY-R08,7/17/2012,1,NY,ptl,17,NLA 2012
7287,NLA12_NY-R08,7/17/2012,1,NY,turb,1.3,NLA 2012
7340,NLA12_NY-R11,7/19/2012,1,NY,ntl,0.14,NLA 2012
7340,NLA12_NY-R11,7/19/2012,1,NY,ptl,9,NLA 2012
7340,NLA12_NY-R11,7/19/2012,1,NY,turb,0.56,NLA 2012
8023,NLA12_OH-101,8/16/2012,1,OH,ntl,1.326,NLA 2012
8023,NLA12_OH-101,8/16/2012,1,OH,ptl,159,NLA 2012
8023,NLA12_OH-101,8/16/2012,1,OH,turb,12.1,NLA 2012
8387,NLA12_OH-101,9/5/2012,2,OH,ntl,1.215,NLA 2012
8387,NLA12_OH-101,9/5/2012,2,OH,ptl,155,NLA 2012
8387,NLA12_OH-101,9/5/2012,2,OH,turb,11.56,NLA 2012
7572,NLA12_OH-102,7/31/2012,1,OH,ntl,2.129,NLA 2012
7572,NLA12_OH-102,7/31/2012,1,OH,ptl,572,NLA 2012
7572,NLA12_OH-102,7/31/2012,1,OH,turb,26.24,NLA 2012
6923,NLA12_OH-103,7/2/2012,1,OH,ntl,0.353,NLA 2012
6923,NLA12_OH-103,7/2/2012,1,OH,ptl,17,NLA 2012
6923,NLA12_OH-103,7/2/2012,1,OH,turb,2.09,NLA 2012
8151,NLA12_OH-104,8/22/2012,1,OH,ntl,1.226,NLA 2012
8151,NLA12_OH-104,8/22/2012,1,OH,ptl,88,NLA 2012
8151,NLA12_OH-104,8/22/2012,1,OH,turb,7.32,NLA 2012
8635,NLA12_OH-105,9/18/2012,1,OH,ntl,1.36,NLA 2012
8635,NLA12_OH-105,9/18/2012,1,OH,ptl,138,NLA 2012
8635,NLA12_OH-105,9/18/2012,1,OH,turb,24.99,NLA 2012
8256,NLA12_OH-106,8/27/2012,1,OH,ntl,0.448,NLA 2012
8256,NLA12_OH-106,8/27/2012,1,OH,ptl,21,NLA 2012
8256,NLA12_OH-106,8/27/2012,1,OH,turb,2.24,NLA 2012
8075,NLA12_OH-107,8/20/2012,1,OH,ntl,1.949,NLA 2012
8075,NLA12_OH-107,8/20/2012,1,OH,ptl,128,NLA 2012
8075,NLA12_OH-107,8/20/2012,1,OH,turb,26.45,NLA 2012
8423,NLA12_OH-112,9/6/2012,1,OH,ntl,0.52,NLA 2012
8423,NLA12_OH-112,9/6/2012,1,OH,ptl,26,NLA 2012
8423,NLA12_OH-112,9/6/2012,1,OH,turb,2.58,NLA 2012
8642,NLA12_OH-113,9/19/2012,1,OH,ntl,1.778,NLA 2012
8642,NLA12_OH-113,9/19/2012,1,OH,ptl,164,NLA 2012
8642,NLA12_OH-113,9/19/2012,1,OH,turb,7.67,NLA 2012
8207,NLA12_OH-115,8/23/2012,1,OH,ntl,0.234,NLA 2012
8207,NLA12_OH-115,8/23/2012,1,OH,ptl,9,NLA 2012
8207,NLA12_OH-115,8/23/2012,1,OH,turb,0.36,NLA 2012
7232,NLA12_OH-118,7/17/2012,1,OH,ntl,0.149,NLA 2012
7232,NLA12_OH-118,7/17/2012,1,OH,ptl,5,NLA 2012
7232,NLA12_OH-118,7/17/2012,1,OH,turb,2.75,NLA 2012
8169,NLA12_OH-118,8/21/2012,2,OH,ntl,0.198,NLA 2012
8169,NLA12_OH-118,8/21/2012,2,OH,ptl,14,NLA 2012
8169,NLA12_OH-118,8/21/2012,2,OH,turb,8.23,NLA 2012
8487,NLA12_OH-122,9/13/2012,1,OH,ntl,1.475,NLA 2012
8487,NLA12_OH-122,9/13/2012,1,OH,ptl,109,NLA 2012
8487,NLA12_OH-122,9/13/2012,1,OH,turb,6.97,NLA 2012
7294,NLA12_OH-127,7/19/2012,1,OH,ntl,0.208,NLA 2012
7294,NLA12_OH-127,7/19/2012,1,OH,ptl,8,NLA 2012
7294,NLA12_OH-127,7/19/2012,1,OH,turb,1.45,NLA 2012
7652,NLA12_OH-134,8/2/2012,1,OH,ntl,1.395,NLA 2012
7652,NLA12_OH-134,8/2/2012,1,OH,ptl,289,NLA 2012
7652,NLA12_OH-134,8/2/2012,1,OH,turb,6.7,NLA 2012
7105,NLA12_OH-136,7/11/2012,1,OH,ntl,2.745,NLA 2012
7105,NLA12_OH-136,7/11/2012,1,OH,ptl,185,NLA 2012
7105,NLA12_OH-136,7/11/2012,1,OH,turb,33.66,NLA 2012
7637,NLA12_OH-137,8/2/2012,1,OH,ntl,0.845,NLA 2012
7637,NLA12_OH-137,8/2/2012,1,OH,ptl,41,NLA 2012
7637,NLA12_OH-137,8/2/2012,1,OH,turb,3.63,NLA 2012
7528,NLA12_OH-R02,7/30/2012,1,OH,ntl,0.445,NLA 2012
7528,NLA12_OH-R02,7/30/2012,1,OH,ptl,10,NLA 2012
7528,NLA12_OH-R02,7/30/2012,1,OH,turb,0.95,NLA 2012
8403,NLA12_OH-R03,9/5/2012,1,OH,ntl,0.46,NLA 2012
8403,NLA12_OH-R03,9/5/2012,1,OH,ptl,22,NLA 2012
8403,NLA12_OH-R03,9/5/2012,1,OH,turb,0.76,NLA 2012
6550,NLA12_OK-101,6/12/2012,1,OK,ntl,1.2,NLA 2012
6550,NLA12_OK-101,6/12/2012,1,OK,ptl,48,NLA 2012
6550,NLA12_OK-101,6/12/2012,1,OK,turb,5.36,NLA 2012
8482,NLA12_OK-101,9/11/2012,2,OK,ntl,1.19,NLA 2012
8482,NLA12_OK-101,9/11/2012,2,OK,ptl,86,NLA 2012
8482,NLA12_OK-101,9/11/2012,2,OK,turb,3.67,NLA 2012
8462,NLA12_OK-102,9/4/2012,1,OK,ntl,2.12,NLA 2012
8462,NLA12_OK-102,9/4/2012,1,OK,ptl,128,NLA 2012
8462,NLA12_OK-102,9/4/2012,1,OK,turb,10.4,NLA 2012
6919,NLA12_OK-103,7/2/2012,1,OK,ntl,1.31,NLA 2012
6919,NLA12_OK-103,7/2/2012,1,OK,ptl,105,NLA 2012
6919,NLA12_OK-103,7/2/2012,1,OK,turb,6.94,NLA 2012
6669,NLA12_OK-104,6/19/2012,1,OK,ntl,0.56,NLA 2012
6669,NLA12_OK-104,6/19/2012,1,OK,ptl,5,NLA 2012
6669,NLA12_OK-104,6/19/2012,1,OK,turb,3.42,NLA 2012
7023,NLA12_OK-105,7/9/2012,1,OK,ntl,1.11,NLA 2012
7023,NLA12_OK-105,7/9/2012,1,OK,ptl,344,NLA 2012
7023,NLA12_OK-105,7/9/2012,1,OK,turb,51.1,NLA 2012
7028,NLA12_OK-106,7/9/2012,1,OK,ntl,0.97,NLA 2012
7028,NLA12_OK-106,7/9/2012,1,OK,ptl,71,NLA 2012
7028,NLA12_OK-106,7/9/2012,1,OK,turb,27.4,NLA 2012
7959,NLA12_OK-107,8/14/2012,1,OK,ntl,0.62,NLA 2012
7959,NLA12_OK-107,8/14/2012,1,OK,ptl,5,NLA 2012
7959,NLA12_OK-107,8/14/2012,1,OK,turb,2.5,NLA 2012
6555,NLA12_OK-108,6/11/2012,1,OK,ntl,0.56,NLA 2012
6555,NLA12_OK-108,6/11/2012,1,OK,ptl,5,NLA 2012
6555,NLA12_OK-108,6/11/2012,1,OK,turb,3.24,NLA 2012
6695,NLA12_OK-109,6/20/2012,1,OK,ntl,0.69,NLA 2012
6695,NLA12_OK-109,6/20/2012,1,OK,ptl,30,NLA 2012
6695,NLA12_OK-109,6/20/2012,1,OK,turb,20.3,NLA 2012
7059,NLA12_OK-117,7/10/2012,1,OK,ntl,3.28,NLA 2012
7059,NLA12_OK-117,7/10/2012,1,OK,ptl,490,NLA 2012
7059,NLA12_OK-117,7/10/2012,1,OK,turb,73.8,NLA 2012
6270,NLA12_OK-118,5/23/2012,1,OK,ntl,1.71,NLA 2012
6270,NLA12_OK-118,5/23/2012,1,OK,ptl,190,NLA 2012
6270,NLA12_OK-118,5/23/2012,1,OK,turb,19.4,NLA 2012
7402,NLA12_OK-119,7/24/2012,1,OK,ntl,1.18,NLA 2012
7402,NLA12_OK-119,7/24/2012,1,OK,ptl,17,NLA 2012
7402,NLA12_OK-119,7/24/2012,1,OK,turb,11.7,NLA 2012
6668,NLA12_OK-120,6/19/2012,1,OK,ntl,0.65,NLA 2012
6668,NLA12_OK-120,6/19/2012,1,OK,ptl,30,NLA 2012
6668,NLA12_OK-120,6/19/2012,1,OK,turb,7.35,NLA 2012
6525,NLA12_OK-121,6/11/2012,1,OK,ntl,1.09,NLA 2012
6525,NLA12_OK-121,6/11/2012,1,OK,ptl,119,NLA 2012
6525,NLA12_OK-121,6/11/2012,1,OK,turb,68.2,NLA 2012
6236,NLA12_OK-122,5/21/2012,1,OK,ntl,1.05,NLA 2012
6236,NLA12_OK-122,5/21/2012,1,OK,ptl,67,NLA 2012
6236,NLA12_OK-122,5/21/2012,1,OK,turb,43.5,NLA 2012
7739,NLA12_OK-132,8/7/2012,1,OK,ntl,0.87,NLA 2012
7739,NLA12_OK-132,8/7/2012,1,OK,ptl,5,NLA 2012
7739,NLA12_OK-132,8/7/2012,1,OK,turb,7.27,NLA 2012
8358,NLA12_OK-133,9/4/2012,1,OK,ntl,2.19,NLA 2012
8358,NLA12_OK-133,9/4/2012,1,OK,ptl,142,NLA 2012
8358,NLA12_OK-133,9/4/2012,1,OK,turb,16.2,NLA 2012
6646,NLA12_OK-134,6/18/2012,1,OK,ntl,0.95,NLA 2012
6646,NLA12_OK-134,6/18/2012,1,OK,ptl,87,NLA 2012
6646,NLA12_OK-134,6/18/2012,1,OK,turb,78.6,NLA 2012
6556,NLA12_OK-135,6/11/2012,1,OK,ntl,1.63,NLA 2012
6556,NLA12_OK-135,6/11/2012,1,OK,ptl,150,NLA 2012
6556,NLA12_OK-135,6/11/2012,1,OK,turb,121,NLA 2012
8463,NLA12_OK-285,9/10/2012,1,OK,ntl,1.29,NLA 2012
8463,NLA12_OK-285,9/10/2012,1,OK,ptl,32,NLA 2012
8463,NLA12_OK-285,9/10/2012,1,OK,turb,5.29,NLA 2012
8393,NLA12_OK-286,9/5/2012,1,OK,ntl,6.94,NLA 2012
8393,NLA12_OK-286,9/5/2012,1,OK,ptl,2150,NLA 2012
8393,NLA12_OK-286,9/5/2012,1,OK,turb,48.6,NLA 2012
7598,NLA12_OK-288,8/1/2012,1,OK,ntl,0.81,NLA 2012
7598,NLA12_OK-288,8/1/2012,1,OK,ptl,7,NLA 2012
7598,NLA12_OK-288,8/1/2012,1,OK,turb,1.37,NLA 2012
6551,NLA12_OK-291,6/12/2012,1,OK,ntl,1.65,NLA 2012
6551,NLA12_OK-291,6/12/2012,1,OK,ptl,188,NLA 2012
6551,NLA12_OK-291,6/12/2012,1,OK,turb,16.4,NLA 2012
7764,NLA12_OK-292,8/8/2012,1,OK,ntl,2.85,NLA 2012
7764,NLA12_OK-292,8/8/2012,1,OK,ptl,209,NLA 2012
7764,NLA12_OK-292,8/8/2012,1,OK,turb,38.2,NLA 2012
6318,NLA12_OK-293,5/29/2012,1,OK,ntl,2.8,NLA 2012
6318,NLA12_OK-293,5/29/2012,1,OK,ptl,834,NLA 2012
6318,NLA12_OK-293,5/29/2012,1,OK,turb,33.8,NLA 2012
7286,NLA12_OK-296,7/16/2012,1,OK,ntl,3.14,NLA 2012
7286,NLA12_OK-296,7/16/2012,1,OK,ptl,327,NLA 2012
7286,NLA12_OK-296,7/16/2012,1,OK,turb,21.6,NLA 2012
7262,NLA12_OK-299,7/18/2012,1,OK,ntl,0.47,NLA 2012
7262,NLA12_OK-299,7/18/2012,1,OK,ptl,5,NLA 2012
7262,NLA12_OK-299,7/18/2012,1,OK,turb,1.6,NLA 2012
8503,NLA12_OK-299,9/12/2012,2,OK,ntl,0.71,NLA 2012
8503,NLA12_OK-299,9/12/2012,2,OK,ptl,12,NLA 2012
8503,NLA12_OK-299,9/12/2012,2,OK,turb,2.16,NLA 2012
